country,code country,Year,Maize yield
Central African Republic,CAF,1998,9.806
Central America (FAO),0,1998,21.924.999
Central Asia (FAO),0,1998,32.361.999
Chad,TCD,1998,14.067.999
Chile,CHL,1998,94.005.995
China,CHN,1998,5.2678
China (FAO),0,1998,5.2686
Colombia,COL,1998,16.597.999
Comoros,COM,1998,19.327.999
Congo,COG,1998,78.249.997
Costa Rica,CRI,1998,17.458.999
Cote d'Ivoire,CIV,1998,1.7973
Croatia,HRV,1998,5.2474
Cuba,CUB,1998,1.3039
Cyprus,CYP,1998,0
Czechia,CZE,1998,6.0948
Democratic Republic of Congo,COD,1998,8.319
Denmark,DNK,1998,0
Djibouti,DJI,1998,1.726
Dominica,DMA,1998,13.537.999
Dominican Republic,DOM,1998,1.3001
East Timor,TLS,1998,1.8477
Eastern Africa (FAO),0,1998,1.3008
Eastern Asia (FAO),0,1998,5.2079
Eastern Europe (FAO),0,1998,32.777.998
Ecuador,ECU,1998,10.742.999
Egypt,EGY,1998,7.2257
El Salvador,SLV,1998,19.061.999
Eritrea,ERI,1998,7.532
Estonia,EST,1998,0
Eswatini,SWZ,1998,1.9178
Ethiopia,ETH,1998,1.6175
Europe,0,1998,5.159.711
Europe (FAO),0,1998,51.686.997
European Union (27),0,1998,5.919.577
European Union (27) (FAO),0,1998,5.9297
Faroe Islands,FRO,1998,0
Fiji,FJI,1998,2.5805
Finland,FIN,1998,0
France,FRA,1998,8.4528
French Guiana,GUF,1998,7.073
French Polynesia,PYF,1998,0
Gabon,GAB,1998,1.5705
Gambia,GMB,1998,1.434
Georgia,GEO,1998,2.0553
Germany,DEU,1998,8.156.099
Ghana,GHA,1998,1.485
Greece,GRC,1998,8.824.699
Grenada,GRD,1998,10.045.999
Guatemala,GTM,1998,1.6994
Guinea,GIN,1998,13.307.999
Guinea-Bissau,GNB,1998,1
Guyana,GUY,1998,1.5679
Haiti,HTI,1998,78.999.996
High-income countries,0,1998,7.877.016
Honduras,HND,1998,1.0557
Hong Kong,HKG,1998,0
Hungary,HUN,1998,6.1949
Iceland,ISL,1998,0
India,IND,1998,17.968.999
Indonesia,IDN,1998,2.6526
Iran,IRN,1998,06.04
Iraq,IRQ,1998,2.1803
Ireland,IRL,1998,0
Israel,ISR,1998,147.069
Italy,ITA,1998,9.3217
Jamaica,JAM,1998,1.1436
Japan,JPN,1998,2.4468
Jordan,JOR,1998,0
Kazakhstan,KAZ,1998,2.678
Kenya,KEN,1998,16.696.999
Kuwait,KWT,1998,188.182
Kyrgyzstan,KGZ,1998,49.221.997
Land Locked Developing Countries (FAO),0,1998,1.601
Laos,LAO,1998,2.3685
Latvia,LVA,1998,0
Least Developed Countries (FAO),0,1998,1.2189
Lebanon,LBN,1998,5
Lesotho,LSO,1998,13.170.999
Liberia,LBR,1998,0
Libya,LBY,1998,1.8
Lithuania,LTU,1998,1.5287
Low Income Food Deficit Countries (FAO),0,1998,13.601.999
Low-income countries,0,1998,13.354.806
Lower-middle-income countries,0,1998,18.662.087
Madagascar,MDG,1998,83.059.996
Malawi,MWI,1998,1.3711
Malaysia,MYS,1998,1.8519
Maldives,MDV,1998,17.330.999
Mali,MLI,1998,1.6416
Malta,MLT,1998,0
Mauritania,MRT,1998,8.387
Mauritius,MUS,1998,5.18
Melanesia,OWID_MNS,1998,2.8435
Mexico,MEX,1998,2.3429
Micronesia (FAO),0,1998,1.22
Micronesia (country),FSM,1998,1.22
Middle Africa (FAO),0,1998,1.2029
Moldova,MDA,1998,3.1121
Mongolia,MNG,1998,0
Morocco,MAR,1998,6.468
Mozambique,MOZ,1998,90.059.996
Myanmar,MMR,1998,1.625
Namibia,NAM,1998,6.608
Nepal,NPL,1998,1.7112
Net Food Importing Developing Countries (FAO),0,1998,16.043.999
Netherlands,NLD,1998,11
New Caledonia,NCL,1998,4.0283
New Zealand,NZL,1998,10.057.099
Nicaragua,NIC,1998,1.1941
Niger,NER,1998,1.5173
Nigeria,NGA,1998,13.199.999
North America,0,1998,68.698.025
North Korea,PRK,1998,2.806
North Macedonia,MKD,1998,43.733.997
Northern Africa (FAO),0,1998,5.2581
Northern America (FAO),0,1998,84.223.995
Northern Europe (FAO),0,1998,1.5287
Norway,NOR,1998,0
Oceania,0,1998,58.571.754
Oceania (FAO),0,1998,5.8571
Oman,OMN,1998,7.4293
Pakistan,PAK,1998,17.852.999
Palestine,PSE,1998,0
Panama,PAN,1998,16.180.999
Papua New Guinea,PNG,1998,5.3915
Paraguay,PRY,1998,2.4575
Peru,PER,1998,2.1121
Philippines,PHL,1998,1.624
Poland,POL,1998,5.8272
Polynesia,OWID_PYA,1998,0
Portugal,PRT,1998,5.3704
Puerto Rico,PRI,1998,1.8706
Qatar,QAT,1998,12.4348
Reunion,REU,1998,76.615.996
Romania,ROU,1998,27.891.998
Russia,RUS,1998,15.950.999
Rwanda,RWA,1998,8.231
Saint Kitts and Nevis,KNA,1998,0
Saint Vincent and the Grenadines,VCT,1998,33.332.999
Sao Tome and Principe,STP,1998,1.9314
Saudi Arabia,SAU,1998,2.0519
Senegal,SEN,1998,82.549.995
Serbia and Montenegro,OWID_SRM,1998,3.8298
Sierra Leone,SLE,1998,10.749.999
Slovakia,SVK,1998,5.5056
Slovenia,SVN,1998,7.3139
Small Island Developing States (FAO),0,1998,1.0588
Solomon Islands,SLB,1998,0
Somalia,SOM,1998,57.269.996
South Africa,ZAF,1998,2.1611
South America,0,1998,33.734.512
South America (FAO),0,1998,33.734.999
South Korea,KOR,1998,39.822.998
South-eastern Asia (FAO),0,1998,2.4315
Southern Africa (FAO),0,1998,2.112
Southern Asia (FAO),0,1998,18.593.999
Southern Europe (FAO),0,1998,6.3781
Spain,ESP,1998,9.4731
Sri Lanka,LKA,1998,1.1371
Sudan (former),0,1998,6.579
Suriname,SUR,1998,2.2
Sweden,SWE,1998,0
Switzerland,CHE,1998,9.113.999
Syria,SYR,1998,5.1524
Taiwan,TWN,1998,57.233.996
Tajikistan,TJK,1998,29.815.998
Tanzania,TZA,1998,1.2857
Thailand,THA,1998,3.3448
Togo,TGO,1998,8.673
Trinidad and Tobago,TTO,1998,2.6706
Tunisia,TUN,1998,0
Turkey,TUR,1998,42.191.997
Turkmenistan,TKM,1998,0.52
Uganda,UGA,1998,1.5
Ukraine,UKR,1998,2.5342
United Arab Emirates,ARE,1998,20.481.499
United Kingdom,GBR,1998,0
United States,USA,1998,8.435.286
Upper-middle-income countries,0,1998,38.479.986
Uruguay,URY,1998,3.3715
Uzbekistan,UZB,1998,3.2493
Vanuatu,VUT,1998,5.035
Venezuela,VEN,1998,27.696.998
Vietnam,VNM,1998,2.471
Western Africa (FAO),0,1998,13.169.999
Western Asia (FAO),0,1998,36.039.999
Western Europe (FAO),0,1998,8.527.599
World,OWID_WRL,1998,44.354.997
Yemen,YEM,1998,1.466
Zambia,ZMB,1998,12.502.999
Zimbabwe,ZWE,1998,10.124.999
Afghanistan,AFG,1999,1.5
Africa,0,1999,17.487.956
Africa (FAO),0,1999,17.457.999
Albania,ALB,1999,37.454.998
Algeria,DZA,1999,2.2375
Americas (FAO),0,1999,5.7818
Angola,AGO,1999,6.361
Antigua and Barbuda,ATG,1999,16.316.999
Argentina,ARG,1999,53.701.997
Armenia,ARM,1999,40.302.997
Asia,0,1999,38.108.091
Asia (FAO),0,1999,38.107.998
Australia,AUS,1999,5.1212
Austria,AUT,1999,9.599.999
Azerbaijan,AZE,1999,35.342.999
Bahamas,BHS,1999,2.1657
Bahrain,BHR,1999,0
Bangladesh,BGD,1999,1.2346
Barbados,BRB,1999,2.6
Belarus,BLR,1999,2.6053
Belgium-Luxembourg (FAO),0,1999,12.108.299
Belize,BLZ,1999,2.7507
Benin,BEN,1999,1.2518
Bhutan,BTN,1999,15.555.999
Bolivia,BOL,1999,1.7621
Bosnia and Herzegovina,BIH,1999,4.6068
Botswana,BWA,1999,111.099.996
Brazil,BRA,1999,2.7765
Brunei,BRN,1999,0
Bulgaria,BGR,1999,3.8239
Burkina Faso,BFA,1999,1.6241
Burundi,BDI,1999,1.1192
Cambodia,KHM,1999,1.5948
Cameroon,CMR,1999,2.5907
Canada,CAN,1999,7.9747
Cape Verde,CPV,1999,1.162
Caribbean (FAO),0,1999,1.175
Central African Republic,CAF,1999,10.555.999
Central America (FAO),0,1999,2.3239
Central Asia (FAO),0,1999,3.5332
Chad,TCD,1999,69.909.996
Chile,CHL,1999,8.5153
China,CHN,1999,4.9447
China (FAO),0,1999,4.9458
Colombia,COL,1999,17.960.999
Comoros,COM,1999,2.1815
Congo,COG,1999,77.129.996
Costa Rica,CRI,1999,1.8915
Cote d'Ivoire,CIV,1999,19.621.999
Croatia,HRV,1999,55.583.997
Cuba,CUB,1999,2.1996
Cyprus,CYP,1999,0
Czechia,CZE,1999,66.036.997
Democratic Republic of Congo,COD,1999,79.899.997
Denmark,DNK,1999,0
Djibouti,DJI,1999,1.7694
Dominica,DMA,1999,13.571.999
Dominican Republic,DOM,1999,1.2633
East Timor,TLS,1999,1.3001
Eastern Africa (FAO),0,1999,15.404.999
Eastern Asia (FAO),0,1999,4.8844
Eastern Europe (FAO),0,1999,39.139.998
Ecuador,ECU,1999,11.812.999
Egypt,EGY,1999,7.5174
El Salvador,SLV,1999,2.5047
Eritrea,ERI,1999,792
Estonia,EST,1999,0
Eswatini,SWZ,1999,1.6456
Ethiopia,ETH,1999,17.149.999
Europe,0,1999,5.769.603
Europe (FAO),0,1999,5.7864
European Union (27),0,1999,6.523.714
European Union (27) (FAO),0,1999,65.435.996
Faroe Islands,FRO,1999,0
Fiji,FJI,1999,1.81
Finland,FIN,1999,0
France,FRA,1999,8.9523
French Guiana,GUF,1999,7.073
French Polynesia,PYF,1999,0
Gabon,GAB,1999,15.857.999
Gambia,GMB,1999,1.5938
Georgia,GEO,1999,22.254.999
Germany,DEU,1999,8.785
Ghana,GHA,1999,14.556.999
Greece,GRC,1999,9.5128
Grenada,GRD,1999,1.1943
Guatemala,GTM,1999,1.7378
Guinea,GIN,1999,1.3761
Guinea-Bissau,GNB,1999,991
Guyana,GUY,1999,1.4949
Haiti,HTI,1999,8.333
High-income countries,0,1999,7.963.664
Honduras,HND,1999,1.2249
Hong Kong,HKG,1999,0
Hungary,HUN,1999,64.129.996
Iceland,ISL,1999,0
India,IND,1999,1.7922
Indonesia,IDN,1999,2.6629
Iran,IRN,1999,62.002.997
Iraq,IRQ,1999,1.9167
Ireland,IRL,1999,0
Israel,ISR,1999,140.757
Italy,ITA,1999,9.7444
Jamaica,JAM,1999,1.2231
Japan,JPN,1999,23.999.999
Jordan,JOR,1999,0
Kazakhstan,KAZ,1999,3.0168
Kenya,KEN,1999,1.4817
Kuwait,KWT,1999,202.174
Kyrgyzstan,KGZ,1999,53.037.996
Land Locked Developing Countries (FAO),0,1999,16.632.999
Laos,LAO,1999,2.3597
Latvia,LVA,1999,0
Least Developed Countries (FAO),0,1999,1.4086
Lebanon,LBN,1999,57.142.997
Lesotho,LSO,1999,941
Liberia,LBR,1999,0
Libya,LBY,1999,2
Lithuania,LTU,1999,1.6384
Low Income Food Deficit Countries (FAO),0,1999,1.4847
Low-income countries,0,1999,14.195.807
Lower-middle-income countries,0,1999,201.047
Madagascar,MDG,1999,9.162
Malawi,MWI,1999,1.8109
Malaysia,MYS,1999,2.1111
Maldives,MDV,1999,20.449.998
Mali,MLI,1999,1.4541
Malta,MLT,1999,0
Mauritania,MRT,1999,7.618
Mauritius,MUS,1999,4.9024
Melanesia,OWID_MNS,1999,28.446.999
Mexico,MEX,1999,2.472
Micronesia (FAO),0,1999,1.225
Micronesia (country),FSM,1999,1.225
Middle Africa (FAO),0,1999,9.666
Moldova,MDA,1999,28.281.999
Mongolia,MNG,1999,0
Morocco,MAR,1999,412
Mozambique,MOZ,1999,1.1596
Myanmar,MMR,1999,1.688
Namibia,NAM,1999,5.276
Nepal,NPL,1999,16.775.999
Net Food Importing Developing Countries (FAO),0,1999,17.480.999
Netherlands,NLD,1999,7.0188
New Caledonia,NCL,1999,40.169.997
New Zealand,NZL,1999,10.1306
Nicaragua,NIC,1999,1.1542
Niger,NER,1999,3.242
Nigeria,NGA,1999,1.5998
North America,0,1999,693.643
North Korea,PRK,1999,2.1478
North Macedonia,MKD,1999,4.0926
Northern Africa (FAO),0,1999,52.111.998
Northern America (FAO),0,1999,8.3814
Northern Europe (FAO),0,1999,1.6384
Norway,NOR,1999,0
Oceania,0,1999,61.230.445
Oceania (FAO),0,1999,61.229.997
Oman,OMN,1999,74.596.996
Pakistan,PAK,1999,1.7169
Palestine,PSE,1999,0
Panama,PAN,1999,1.5552
Papua New Guinea,PNG,1999,5.4167
Paraguay,PRY,1999,2.2917
Peru,PER,1999,2.3053
Philippines,PHL,1999,17.350.999
Poland,POL,1999,5.7506
Polynesia,OWID_PYA,1999,0
Portugal,PRT,1999,5.7089
Puerto Rico,PRI,1999,1.75
Qatar,QAT,1999,12.4639
Reunion,REU,1999,76.672.997
Romania,ROU,1999,36.402.998
Russia,RUS,1999,19.054.999
Rwanda,RWA,1999,7.556
Saint Kitts and Nevis,KNA,1999,0
Saint Vincent and the Grenadines,VCT,1999,3
Sao Tome and Principe,STP,1999,2.1
Saudi Arabia,SAU,1999,18.722.999
Senegal,SEN,1999,9.388
Serbia and Montenegro,OWID_SRM,1999,4.8461
Sierra Leone,SLE,1999,1.2372
Slovakia,SVK,1999,5.9974
Slovenia,SVN,1999,6.9368
Small Island Developing States (FAO),0,1999,1.2341
Solomon Islands,SLB,1999,0
Somalia,SOM,1999,7.118
South Africa,ZAF,1999,22.273.998
South America,0,1999,30.925.238
South America (FAO),0,1999,3.0925
South Korea,KOR,1999,3.9403
South-eastern Asia (FAO),0,1999,24.445.999
Southern Africa (FAO),0,1999,2.1371
Southern Asia (FAO),0,1999,18.592.999
Southern Europe (FAO),0,1999,70.092.998
Spain,ESP,1999,9.4808
Sri Lanka,LKA,1999,1.0897
Sudan (former),0,1999,5.834
Suriname,SUR,1999,1
Sweden,SWE,1999,0
Switzerland,CHE,1999,8.8852
Syria,SYR,1999,3.2721
Taiwan,TWN,1999,5.7725
Tajikistan,TJK,1999,2.81
Tanzania,TZA,1999,2.5283
Thailand,THA,1999,3.5526
Togo,TGO,1999,11.978.999
Trinidad and Tobago,TTO,1999,2.5
Tunisia,TUN,1999,0
Turkey,TUR,1999,44.375.997
Turkmenistan,TKM,1999,0.82
Uganda,UGA,1999,1.7319
Ukraine,UKR,1999,25.219.998
United Arab Emirates,ARE,1999,20.756.899
United Kingdom,GBR,1999,0
United States,USA,1999,8.397.629
Upper-middle-income countries,0,1999,3.719.241
Uruguay,URY,1999,4.0894
Uzbekistan,UZB,1999,29.559.999
Vanuatu,VUT,1999,50.909.996
Venezuela,VEN,1999,3.1324
Vietnam,VNM,1999,25.340.998
Western Africa (FAO),0,1999,1.5123
Western Asia (FAO),0,1999,36.220.999
Western Europe (FAO),0,1999,9.1963
World,OWID_WRL,1999,4.4255
Yemen,YEM,1999,1.4778
Zambia,ZMB,1999,13.758.999
Zimbabwe,ZWE,1999,1.087
Afghanistan,AFG,2000,11.978.999
Africa,0,2000,18.094.122
Africa (FAO),0,2000,18.061.999
Albania,ALB,2000,3.8811
Algeria,DZA,2000,3.6186
Americas (FAO),0,2000,5.8536
Angola,AGO,2000,57.449.996
Antigua and Barbuda,ATG,2000,15.999.999
Argentina,ARG,2000,5.4329
Armenia,ARM,2000,2.3178
Asia,0,2000,35.626.383
Asia (FAO),0,2000,3.5626
Australia,AUS,2000,4.936
Austria,AUT,2000,9.86
Azerbaijan,AZE,2000,3.2484
Bahamas,BHS,2000,24.761.999
Bahrain,BHR,2000,0
Bangladesh,BGD,2000,2.0597
Barbados,BRB,2000,2.6087
Belarus,BLR,2000,2.3077
Belgium,BEL,2000,11.100.599
Belize,BLZ,2000,2.2374
Benin,BEN,2000,1.1481
Bhutan,BTN,2000,1.5645
Bolivia,BOL,2000,2.1259
Bosnia and Herzegovina,BIH,2000,2.2702
Botswana,BWA,2000,11.229.999
Brazil,BRA,2000,2.7182
Brunei,BRN,2000,0
Bulgaria,BGR,2000,1.7239
Burkina Faso,BFA,2000,1.7543
Burundi,BDI,2000,1.0521
Cambodia,KHM,2000,2.7345
Cameroon,CMR,2000,2.4615
Canada,CAN,2000,6.2844
Cape Verde,CPV,2000,7.948
Caribbean (FAO),0,2000,1.2053
Central African Republic,CAF,2000,01.06
Central America (FAO),0,2000,2.3146
Central Asia (FAO),0,2000,3.7036
Chad,TCD,2000,75.299.996
Chile,CHL,2000,9.412
China,CHN,2000,4.5975
China (FAO),0,2000,4.5992
Colombia,COL,2000,2.1064
Comoros,COM,2000,2.1208
Congo,COG,2000,79.999.995
Costa Rica,CRI,2000,1.8111
Cote d'Ivoire,CIV,2000,20.286.999
Croatia,HRV,2000,4.0701
Cuba,CUB,2000,2.1629
Cyprus,CYP,2000,0
Czechia,CZE,2000,64.284.997
Democratic Republic of Congo,COD,2000,79.899.997
Denmark,DNK,2000,0
Djibouti,DJI,2000,1.8333
Dominica,DMA,2000,13.572.999
Dominican Republic,DOM,2000,1.2343
East Timor,TLS,2000,1.6082
Eastern Africa (FAO),0,2000,1.4803
Eastern Asia (FAO),0,2000,4.5463
Eastern Europe (FAO),0,2000,2.5627
Ecuador,ECU,2000,14.613.999
Egypt,EGY,2000,7.68
El Salvador,SLV,2000,2.2475
Eritrea,ERI,2000,2.358
Estonia,EST,2000,0
Eswatini,SWZ,2000,1.6456
Ethiopia,ETH,2000,1.6204
Europe,0,2000,47.009.363
Europe (FAO),0,2000,4.7009
European Union (27),0,2000,558.566
European Union (27) (FAO),0,2000,5.5857
Faroe Islands,FRO,2000,0
Fiji,FJI,2000,1.8029
Finland,FIN,2000,0
France,FRA,2000,9.0766
French Guiana,GUF,2000,72.529.995
French Polynesia,PYF,2000,0
Gabon,GAB,2000,16.187.999
Gambia,GMB,2000,16.057.999
Georgia,GEO,2000,1.6161
Germany,DEU,2000,9.2119
Ghana,GHA,2000,14.577.999
Greece,GRC,2000,9.6708
Grenada,GRD,2000,1.2028
Guatemala,GTM,2000,17.810.999
Guinea,GIN,2000,1.423
Guinea-Bissau,GNB,2000,9.874
Guyana,GUY,2000,12.351.999
Haiti,HTI,2000,0.75
High-income countries,0,2000,7.866.745
Honduras,HND,2000,1.436
Hong Kong,HKG,2000,0
Hungary,HUN,2000,4.179
Iceland,ISL,2000,0
India,IND,2000,1.8216
Indonesia,IDN,2000,2.7649
Iran,IRN,2000,61.654.997
Iraq,IRQ,2000,756
Ireland,IRL,2000,0
Israel,ISR,2000,12.6691
Italy,ITA,2000,9.527.699
Jamaica,JAM,2000,1.1487
Japan,JPN,2000,2.471
Jordan,JOR,2000,0
Kazakhstan,KAZ,2000,33.349.998
Kenya,KEN,2000,14.399.999
Kuwait,KWT,2000,20.563
Kyrgyzstan,KGZ,2000,5.7523
Land Locked Developing Countries (FAO),0,2000,16.624.999
Laos,LAO,2000,2.3878
Latvia,LVA,2000,0
Least Developed Countries (FAO),0,2000,1.3553
Lebanon,LBN,2000,38.888.998
Lesotho,LSO,2000,6.773
Liberia,LBR,2000,0
Libya,LBY,2000,28.899.999
Lithuania,LTU,2000,1.7497
Low Income Food Deficit Countries (FAO),0,2000,1.4238
Low-income countries,0,2000,13.682.739
Lower-middle-income countries,0,2000,19.344.152
Luxembourg,LUX,2000,8
Madagascar,MDG,2000,88.379.997
Malawi,MWI,2000,1.7428
Malaysia,MYS,2000,2.4074
Maldives,MDV,2000,2.3764
Mali,MLI,2000,13.321.999
Malta,MLT,2000,0
Mauritania,MRT,2000,9.054
Mauritius,MUS,2000,8.9
Melanesia,OWID_MNS,2000,3.077
Mexico,MEX,2000,2.462
Micronesia (FAO),0,2000,12.301.999
Micronesia (country),FSM,2000,12.301.999
Middle Africa (FAO),0,2000,9.418
Moldova,MDA,2000,2.3358
Mongolia,MNG,2000,0
Morocco,MAR,2000,39.999.998
Mozambique,MOZ,2000,9.399
Myanmar,MMR,2000,1.7055
Namibia,NAM,2000,717
Nepal,NPL,2000,1.7275
Net Food Importing Developing Countries (FAO),0,2000,1.7535
Netherlands,NLD,2000,11
New Caledonia,NCL,2000,39.957.998
New Zealand,NZL,2000,10.226
Nicaragua,NIC,2000,1.2677
Niger,NER,2000,61.539.996
Nigeria,NGA,2000,1.3001
North America,0,2000,7.060.282
North Korea,PRK,2000,2.0988
North Macedonia,MKD,2000,33.818.998
Northern Africa (FAO),0,2000,5.7412
Northern America (FAO),0,2000,8.5072
Northern Europe (FAO),0,2000,1.7497
Norway,NOR,2000,0
Oceania,0,2000,5.7516
Oceania (FAO),0,2000,5.7516
Oman,OMN,2000,7.4901
Pakistan,PAK,2000,17.085.999
Palestine,PSE,2000,0
Panama,PAN,2000,1.5135
Papua New Guinea,PNG,2000,5.5385
Paraguay,PRY,2000,1.9512
Peru,PER,2000,2.4119
Philippines,PHL,2000,17.969.999
Poland,POL,2000,60.636.997
Polynesia,OWID_PYA,2000,0
Portugal,PRT,2000,5.7808
Puerto Rico,PRI,2000,17.307.999
Qatar,QAT,2000,12.5175
Reunion,REU,2000,76.801.996
Romania,ROU,2000,17.127.999
Russia,RUS,2000,2.066
Rwanda,RWA,2000,7.018
Saint Kitts and Nevis,KNA,2000,0
Saint Vincent and the Grenadines,VCT,2000,15
Sao Tome and Principe,STP,2000,2.23
Saudi Arabia,SAU,2000,6.282
Senegal,SEN,2000,1.1114
Serbia and Montenegro,OWID_SRM,2000,2.4394
Sierra Leone,SLE,2000,9.285
Slovakia,SVK,2000,3.0374
Slovenia,SVN,2000,58.820.996
Small Island Developing States (FAO),0,2000,1.2598
Solomon Islands,SLB,2000,0
Somalia,SOM,2000,1.4597
South Africa,ZAF,2000,2.8492
South America,0,2000,3.154.407
South America (FAO),0,2000,31.543.999
South Korea,KOR,2000,40.615.997
South-eastern Asia (FAO),0,2000,2.5669
Southern Africa (FAO),0,2000,2.6782
Southern Asia (FAO),0,2000,1.8806
Southern Europe (FAO),0,2000,6.015
Spain,ESP,2000,9.2157
Sri Lanka,LKA,2000,1.0838
Sudan (former),0,2000,738
Suriname,SUR,2000,19.047.999
Sweden,SWE,2000,0
Switzerland,CHE,2000,9.651.899
Syria,SYR,2000,34.438.999
Taiwan,TWN,2000,5.9205
Tajikistan,TJK,2000,27.010.999
Tanzania,TZA,2000,1.9314
Thailand,THA,2000,3.6715
Togo,TGO,2000,1.202
Trinidad and Tobago,TTO,2000,25.981.998
Tunisia,TUN,2000,0
Turkey,TUR,2000,4.1605
Turkmenistan,TKM,2000,96.999.997
Uganda,UGA,2000,17.423.999
Ukraine,UKR,2000,3.1991
United Arab Emirates,ARE,2000,21.033.499
United Kingdom,GBR,2000,0
United States,USA,2000,8.592.192
Upper-middle-income countries,0,2000,35.330.596
Uruguay,URY,2000,15.295.999
Uzbekistan,UZB,2000,2.6545
Vanuatu,VUT,2000,5.148
Venezuela,VEN,2000,35.003.998
Vietnam,VNM,2000,27.470.999
Western Africa (FAO),0,2000,13.458.999
Western Asia (FAO),0,2000,33.216.999
Western Europe (FAO),0,2000,9.2104
World,OWID_WRL,2000,4.3236
Yemen,YEM,2000,1.4778
Zambia,ZMB,2000,1.772
Zimbabwe,ZWE,2000,1.1795
Afghanistan,AFG,2001,2
Africa,0,2001,17.316.296
Africa (FAO),0,2001,17.286.999
Albania,ALB,2001,3.8135
Algeria,DZA,2001,2.7175
Americas (FAO),0,2001,5.9284
Angola,AGO,2001,5.754
Antigua and Barbuda,ATG,2001,1.6149
Argentina,ARG,2001,5.4553
Armenia,ARM,2001,37.912.998
Asia,0,2001,37.146.194
Asia (FAO),0,2001,37.145.998
Australia,AUS,2001,4.6471
Austria,AUT,2001,9.0869
Azerbaijan,AZE,2001,3.7823
Bahamas,BHS,2001,3
Bahrain,BHR,2001,0
Bangladesh,BGD,2001,32.215.998
Barbados,BRB,2001,2.6042
Belarus,BLR,2001,25.916.998
Belgium,BEL,2001,11.3522
Belize,BLZ,2001,30.075.998
Benin,BEN,2001,11.001.999
Bhutan,BTN,2001,1.5789
Bolivia,BOL,2001,2.2143
Bosnia and Herzegovina,BIH,2001,3.8523
Botswana,BWA,2001,19.919.999
Brazil,BRA,2001,34.018.998
Brunei,BRN,2001,0
Bulgaria,BGR,2001,2.4713
Burkina Faso,BFA,2001,1.8115
Burundi,BDI,2001,1.0817
Cambodia,KHM,2001,2.7612
Cameroon,CMR,2001,2.4404
Canada,CAN,2001,6.6187
Cape Verde,CPV,2001,63.729.995
Caribbean (FAO),0,2001,12.444.999
Central African Republic,CAF,2001,10.699.999
Central America (FAO),0,2001,2.437
Central Asia (FAO),0,2001,4.3272
Chad,TCD,2001,52.669.996
Chile,CHL,2001,9.4306
China,CHN,2001,46.984.997
China (FAO),0,2001,46.998.997
Colombia,COL,2001,2.0755
Comoros,COM,2001,2.0895
Congo,COG,2001,803
Costa Rica,CRI,2001,16.618.999
Cote d'Ivoire,CIV,2001,20.974.998
Croatia,HRV,2001,56.658.998
Cuba,CUB,2001,2.3305
Cyprus,CYP,2001,0
Czechia,CZE,2001,6.5978
Democratic Republic of Congo,COD,2001,79.899.997
Denmark,DNK,2001,0
Djibouti,DJI,2001,17.142.999
Dominica,DMA,2001,1.3592
Dominican Republic,DOM,2001,1.339
East Timor,TLS,2001,1.2156
Eastern Africa (FAO),0,2001,15.605.999
Eastern Asia (FAO),0,2001,46.651.998
Eastern Europe (FAO),0,2001,36.834.998
Ecuador,ECU,2001,7.642
Egypt,EGY,2001,69.797.997
El Salvador,SLV,2001,1.9431
Eritrea,ERI,2001,7.851
Estonia,EST,2001,0
Eswatini,SWZ,2001,1.4267
Ethiopia,ETH,2001,1.7427
Europe,0,2001,5.649.253
Europe (FAO),0,2001,56.492.996
European Union (27),0,2001,64.165.187
European Union (27) (FAO),0,2001,64.164.996
Faroe Islands,FRO,2001,0
Fiji,FJI,2001,71.709.996
Finland,FIN,2001,0
France,FRA,2001,8.5711
French Guiana,GUF,2001,73.469.996
French Polynesia,PYF,2001,0
Gabon,GAB,2001,1.5242
Gambia,GMB,2001,1.6852
Georgia,GEO,2001,1.5637
Germany,DEU,2001,8.8376
Ghana,GHA,2001,13.149.999
Greece,GRC,2001,10.3463
Grenada,GRD,2001,1.2018
Guatemala,GTM,2001,2.0681
Guinea,GIN,2001,1.443
Guinea-Bissau,GNB,2001,96.999.997
Guyana,GUY,2001,1.2644
Haiti,HTI,2001,69.229.996
High-income countries,0,2001,8.065.523
Honduras,HND,2001,1.4992
Hong Kong,HKG,2001,0
Hungary,HUN,2001,62.455.997
Iceland,ISL,2001,0
India,IND,2001,19.995.999
Indonesia,IDN,2001,2.8446
Iran,IRN,2001,61.612.997
Iraq,IRQ,2001,2.3613
Ireland,IRL,2001,0
Israel,ISR,2001,12.15
Italy,ITA,2001,9.5135
Jamaica,JAM,2001,1.2068
Japan,JPN,2001,2.5
Jordan,JOR,2001,0
Kazakhstan,KAZ,2001,37.124.999
Kenya,KEN,2001,1.7012
Kuwait,KWT,2001,199.217
Kyrgyzstan,KGZ,2001,60.959.997
Land Locked Developing Countries (FAO),0,2001,1.6405
Laos,LAO,2001,2.55
Latvia,LVA,2001,0
Least Developed Countries (FAO),0,2001,13.895.999
Lebanon,LBN,2001,4.3231
Lesotho,LSO,2001,89.129.996
Liberia,LBR,2001,0
Libya,LBY,2001,2
Lithuania,LTU,2001,2.3126
Low Income Food Deficit Countries (FAO),0,2001,1.5293
Low-income countries,0,2001,1.376.233
Lower-middle-income countries,0,2001,21.373.315
Luxembourg,LUX,2001,9.0987
Madagascar,MDG,2001,92.899.996
Malawi,MWI,2001,1.1845
Malaysia,MYS,2001,3.0455
Maldives,MDV,2001,26.734.998
Mali,MLI,2001,1.1585
Malta,MLT,2001,0
